body,label
Cunosc magazinul Decathlon din Franta si sunt multumit de calitatea produselor,Pozitiv
Apreciez ca am fost sunata ca să mi se spună că termenul de livrare nu va fi respectat dar as fi sperat să nu se fi întâmplat,Negativ
"As putea spune ca singurul lucru putin deranjant a fost acela ca numarul de la incaltaminte afisat la raft, nu corespundea cu numarul din interiorul acestora. Adidasii erau amestecati, de aceea trebuia sa cauti pe mai multe rafturi perechea.",Negativ
desi era foarte aglomerat erau doar 2 case deschise si lumea de la cozi vocifera...in plin sezon ar fi bine sa fie mai variata gama de produse..,Pozitiv
Ma așteptăm la reduceri mai mari la produsele pt sezonul de vara,Pozitiv
"o mai buna aranjare a produselor, anumite produse sunt rascolite...",Pozitiv
"Am acordat o stea din cauza agentilor de paza. In ciuda raspunsului dvs., nu s-a schimbat nimic in politica magazinului. Am fost ieri la decathlon ploiesti, pentru a-i cumpara o bicicleta baietelului meu, in varsta de 3 ani. Insa, din pacate, din nou am fost oprit la intrare din cauza rucsacului. In rucsac aveam apa pentru copil, portofelul care imi era necesar pentru a plati bicicleta. Rucsacul nu este unul mare, este un rucsac cumparat tot de la decathlon, cred ca are 20 de litri. Dupa cum am spus mai devreme, in rucsac aveam apa pentru copil, baietelul meu ma insotea. In cele din urma am intrat in magazin si am cumparat bicicleta, ajutat de un angajat al dvs. (niciodata nu am intampinat vreo problema cu angajatii decathlon, doar cu cei de la paza). Am cumparat repede bicicleta si am plecat cat de repede am putut, desi as fi vrut sa mai cumpar cateva lucruri. Se pare ca fiecare experienta petrecuta la decathlon de un parinte cu un copil, care are asupra sa lucruri necesare copilului (ex.: sticla de apa din rucsac), devine din ce in ce mai stresanta. Imi plac produsele decathlon, vreau sa le cumpar, dar simt un stres continuu de cum intru in magazin si sunt privit ca un infractor. V-as sugera, daca-mi permiteti, sa luati alte masuri pentru impiedicarea furturilor, altele decat impiedicarea accesului clientilor in magazin sau tratarea acestora ca niste infractori. Cum ramane cu prezumtia de nevinovatie?Trimis din Yahoo Mail pe AndroidPe Lun, mai 15, 2017 la 9:12, DECATHLON a scris:DECATHLONRĂSPUNS LA OPINIA DVS.Ați primit un răspuns după publicarea unei opinii referitoare la magazinul Decathlon Decathlon PloieştiSalut Alex,     Iti mulțumim pentru opinia exprimată, este foarte importantă pentru noi în vederea ameliorării constante a serviciilor pe care le punem la dispoziția clienților noștri.      Ne cerem scuze pentru inconvenientul creat si te asiguram ca vom incerca sa evitam astfel de evenimente pe viitor.Cu stima,Eduard Mosneanu, Responsabil Servicii Clienti DECATHLON PloiestiV-a fost util acest răspuns?  DA		  NUAcest răspuns ar putea fi relevant pentru alţi utilizatori şi de aceea va fi afişat pe pagina de Internet în completarea opiniei dvs.Opinia dvs.:2 /5	Amabilitatea personalului	1 /5Prețuri atractive	3 /5Organizarea Magazinului	4 /5Calitatea informaţiilor transmise de personal	3 /5Disponibilitatea produselor	3 /5Nu mi s-a permis accesul în magazinul din Ploiești, pentru că aveam un rucsac in spate. Mi s-a transmis ca: """"s-au întâmplat multe cu rucsacul!"""". Eu aveam în acel rucsac lucruri personale, de care aveam nevoie, nu puteam sa umblu, spre exemplu, cu portofelul în mână prin magazin. Experiența de care v-am povestit s-a întâmplat la penultima vizită în magazin.",Negativ
"Put of Stockholm la f. multe produse de sezon... mănuși, caciuli,etc",Negativ
"Este un echipament util, atât pt protejarea lamei patinelor, cât și la transportul acestora",Pozitiv
"nu prea am ce sa zic! toate sunt in regula cu magazinul... personal corect, educat, politicos, magazinul frumos amenajat, etc..! felicitari si tot asa si pe viitor!!! SUCCES!",Pozitiv
"Un obiect utilizat atât de copil cât și de adult. E perfectă, ușoară și practica",Pozitiv
"Fiind o familie mai de produse xxx..xl as dori mai multe produse la raft si daca se poate sa primesc si pe e-mail oferte de atentionare pe aceste marimi,in rest numai de bine.",Pozitiv
"Am fost neplacut impresionata de faptul ca nu exista pe stoc marimi, produsele pentru copii sunt imprastiate, nu se mai stie unde sunt pantofii, sandalele, etc...La fel si hainele si accesoriile pentru cycling, am intrebat un angajat unde s-au mutat, mi-a indicat zona bicicletelor, si de fapt acolo erau doar cele pentru barbati, pentru femei fiind in capatul opus al magazinului...",Negativ
personal mai bine pregatit/informat.... mai ales la articole fitness pt ea!!!,Negativ
Organizarea lasă de dorit..personal foarte greu găsești pt informații sau ajutor..produsele nu sunt la locul lor...,Negativ
"Prețuri de Occident pt salarii din România. (...) Ce să zic că în S.U.A. aceste produse sunt mai ieftine. Bun așa rău. Sunt în oarecare măsură mulțumit pentru varietate și că unii oameni au o slujbă ! Un aspect general plăcut dar găsesc pe unii angajați destul de obosiți, cerc din care se distinge o oarecare epuizare a fetelor, care totodată se evidențiază și printr-o neglijență vestimentară... la unele. Îmi pare rău dacă am deranjat dar este doar o părere. Mulțumesc DECATHLON ! Rămânem clienții tăi !!!",Pozitiv
"Ultima experienta a fost buna, am reusit sa cumpar tot ce mi-am propus, si toate dimensiunile au fost pe masura, fara sa fie nevoie sa schimb vreun articol.",Pozitiv
"este confortabil, e foarte ok pt pretul platit. calitate -pret ok.",Pozitiv
"In continuare aveti produse lipsa la raft, dar aprovizionarea pe varietati s-a imbunatatit. Schimbarea unor raioane mi se pare in continuare enervanta, dar incep sa invat noua """"harta"""" a magazinului.",Pozitiv
Ca rugaminte...vreau si eu o trotineta de adulti la un pret accesibil....merci,Pozitiv
Sa existe in număr mai mare de angajați care sa ofere recomandări despre produse.,Pozitiv
"am asteptat pentru reparatia bicicletei o luna, cand termenul de reparatie primit era 2 saptamani ; foarte prost organizat serviciul de reparatii si intretinere - dezamagitoare intreaga experinta;",Negativ
"Ca sa incerc cateva tipuri de trotinete a trebuit sa alerg prin tot magazinul sa le caut si eventual sa le cer de la persoanele care le retineau de mult timp, pentru ca alti clienti (mai ales copiii) le luau pe cele de test ca sa se plimbe la nesfarsit prin tot magazinul, nu doar ca sa le testeze pt a decide care le place. Poate ar trebui facuta o regula ca o trotineta/bicicleta nu se probeaza mai mult de cateva minute si se returneaza apoi pe raoin. In final, modelul ales de noi nu era in stoc si pe culoarea albastra (era doar roz), asa ca asteptam sa apara cea albastra sau vom cumpara din alta locatie (aseara am cautat pe site si se pare ca exista la magazinul din Berceni; noi am fost ieri la Baneasa).",Negativ
Nu prea esti bagat in seamă de personal.  Cozi foarte mari la 3 case de marcat.,Negativ
"In Decathlon este întotdeauna o atmosfera destinsa data de utilizarea in magazin a diferitelor produse (biciclete, trotinete etc).",Negativ
"Am folosit acest produs de 4 ani si inca sunt incantat de ei. Chiar sunt impermeabili, i-am testat stand cu ei in rau scufundati pana la limita superioara si nu a intrat pic de apa. I-am folosit si iarna prin zapada impreuna cu parazapezi si nici atunci nu s-au udat deloc. Avand in vedere ca nu cred ca se mai comercializeaza, acest review este macar o bila alba pentru membra novadry.Singurul punct slab, este respirabilitatea. Pe timp de vara erau totusi prea caldurosi, dar pentru primavara-toamna sunt ideali.",Pozitiv
"Varietatea produselor pentru fiecare sezon. Angajati foarte prompti si amabili. De fiecare data cand am nevoie de un articol sportiv , vin direct la Dechatlon.",Pozitiv
"Aveam nevoie de o jacheta impermeabila si de o pereche de pantofi sport... Am gasit ceea ce cautam la un pret rezonabil, produsele par de buna calitate si totul a decurs destul de repede.",Pozitiv
Nu am vorbit cu personalul de aceea nu-i pot evalua.,Pozitiv
Atitutinea personalului de la casa de marcat cu trei minute inainte de inchiderea programului am fost trimis acasa!,Negativ
"Nu am găsit mărimile pe care le-am căutat, iar una dintre perechile disponibile la raft era evident că a fost purtată în exteriorul magazinului (avea noroi întărit pe tălpi). Iar când am întrebat ce-i cu acea pereche mi s-a spus ca dacă nu-mi convine acea pereche, să-mi caut alta...",Negativ
"Buna Va aduc la cunostinta pentru o rezolvare a unor situatii .... concret ... sunt din Tulcea , cel mai  apropiat magazin al dvs este in Constanta de asemenea unde pot racorda o racheta la un pret rezonabil este tot in acest magazi, vin la Constanta special sa racordez racheta cu racordaj achizitionat din magazin dar nu se poate racorda in aceeasi zi deoarece ... varii motive .... deci o las si vin dupa cateva zile  sa o iau racordata .... totusi distanta dintre orase nu este mica ... sa consum benzina pentru un racordat ..... As vrea sa se tina cont de acest aspect si sa fie daca pot spune o prioritate cand cineva din alt oras are nevoie de acest serviciu sa se poata rezolva in aceeasi zi .... inteleg acum a fost cu ocazia zilelor Sf. Maria ... dar nu este prima oara cand se intampla sa doresc racordarea si sa renunt pentru ca nu pot lua racheta in acceasi zi !Va multumesc !",Negativ
"Probleme : Nu se gasesc produsele dorite in stoc, trebuie sa stai sa pindesti ca sa fii pe fază cînd apare ceea ce doresti.Zona Galati - Brăila nu are un magazin, cel mai aproape e Focșani.",Negativ
"Cu un bun raport calitate / pret, multe produse sunt acum disponibile pentru amatorii de activitati sportive. Mi se pare o idee buna ca produsele sa poata fie testate inainte de cumparare insa nu apreciez ca magazinul in sine sa fie o pista de test. (bine ca nu se vand harpoane sau pusti de vanatoare :) )",Pozitiv
Copilul nu a suportat încălțărilePoate ca au fost prea mici....,Negativ
"Pt un magazin online, mai aveti de pus multe la punct.",Negativ
Ar trebui sa faceti mai multe perioade de reduceri in timpul unui an.,Pozitiv
"Haos - unii doreau inscriptionare tricouri- in acelasi loc, altii doreau testarea unor biciclete, pornind printre clienti/vizitatori- altii doreau informatii, din acelasi loc unde se desfasurau inscriptionare, testare biciclete- altii, in acelasi loc, isi asteptau cunoscutii care stateau la rand la casa de marcatTrebuia sa fii destul de vigilent sa nu fii lovit, agatat...de toti cei care veneau cu diverse subiecte, in acelasi loc",Pozitiv
nu aveti mai multe produse  diversificate pe diferitele tipuri de activitati sportive.,Negativ
Mi-as dori o diversitate mai mare a articolelor de imbracaminte sport,Pozitiv
Un magazin cu articole sportive în care primești calitate la produse dar și la servicii!,Pozitiv
"Cel mai bun magazin pentru articole sportive, calitativ si ca preturi.",Pozitiv
Am cumparat de numeroase ori si sunt foarte multumit de calitatea produselor si preturile de achizitie.,Pozitiv
Un magazin atat de mare dar fara aer coditionat ... puteti fi siguri ca pana in toamna nu mai trec pe acolo ! ,Negativ
"Reduceri la BICICLETĂ PLIABILĂ BFOLD 300. în tari mult mai bogate decât Romania.  Câteva exemple simplu de verificat, la un clic distanta... decathlon Franța 120 euro, decathlon Austria 120 euro, decathlon Germania 120 euro, si lista continua... decathlon Romania 160 euro. Concluzia ???...",Negativ
"As lucra putin la organizarea magazinului nu as permite clienților sa folosească articolele sportive in incinta magazinului deoarece se crează un haos de nedescris . Unii pe biciclete alții pe role alții se joaca cu mingea . Haos total, biciclete defecte promptitudinea personalului lasa de dorit .",Negativ
"Domnul de la paza ciocanea prea des la cabina mea, la inceput a zis ca a fost ca sa verifice dar apoi mi se parea ca ciocane la intervale foarte scurte. Devenise agasant.",Negativ
folosit la specificatiile producatorului ecest polar este foarte bun si calduros,Pozitiv
"Toate bune, dar pretul transportului mi se pare prea mare avand in vedere ca pentru aceeasi firma de curierat am platit mai putin la comanda altor produse. Cu pretul platit pentru transport mai puteam sa achizitionez un produs.",Pozitiv
"As fi dorit o oferta mai variata la raionul destinat artelor martiale. Mai multe tipuri de kimono, arme pentru antrenament (bokken, tanto, jo) etc.",Pozitiv
"Sunt fan Decathlon, am facut card la Cluj, eu sunt din Oradea si va vorbeam de magazinul din Oradea. S-ar putea pune deasupra vitrinei o lista cu ce cuprinde si prerturile.Nu sunt numere mai mari de 2xl LA CLUJ AM GASIT 4XL (la pantaloni de exemplu).Aceste remarci le-am facut in referindu-ma  la magazinul din Oradea.",Negativ
Ghete copii cu scai doar pana la nr 32. Sunt necesare si pentru nr. 33-38.,Pozitiv
"In descrierea acesteia, ca justificare pentru pretul ridicat sunt trecute un nr de gauri pentru aerisire ce te va ajuta sa nu transpiri abundent. In realitate si cu aceasta si cea standard ce este la jumatate din  Pret transpiri la fel !",Negativ
"punctele de preluare produse, amenajate ca niste cosuri, sunt greu accesibile, te chinui sa ajungi sa iti pui produsele in sacosa...Casierele sunt grabite sa te 'evacueze' de la casa, se striga din nou numarul casei, chiar daca nu ai terminat si nu ai reusit sa pleci de la casa respectiva...",Negativ
Un magazin atractiv. Imi face placere sa cumpar de la Decathlon.,Pozitiv
Am ales magazin dupa produsele dorite.Am gasit tot ce vroiam in magazin.Copii s-au si distrat prin magazin.Experienta rapida si frumoasa.,Pozitiv
Fiind sezon estival nu am gasit anumite  produse din catalog.,Negativ
Am fost informat când produsul a devenit disponibil si l-am cumparat in aceeasi zi.,Pozitiv
"Am un singur lucru sa le reprosez, limba nu este destul de lunga incat sa acopere legatura snururilor daca ii strangi si inchei pana sus. Ultimul nod trece peste limba si ajunge pe picior, iar cand te apleci snurul va presa pe picior",Pozitiv
Servicii bune. Produse de nivel mediu pentru a incepe o activitate sportiva.,Pozitiv
m-as fi asteptat ca la sfarsit de sezon/colectii reducerile sa fie substantiale. Nu a fost cazul pt softshells... poate la anu'!,Negativ
"Simplu si eficient, la un pret corect. Amesteca bine si nu curge pe langa, spre deosebire de alte shakere la un pret mai ridicat.",Pozitiv
Lipsa multor produse. Desi se apropie sezonul de ski la aceast departament nu era nimic....,Pozitiv
"Am comandat 2 cauciucuri pentru bicicleta. Initial m-i s-a spus ca ajung in 5 zile, apoi ca a fost o problema legata de comanda ca in final sa treaca 10 zile lucratoare si eu tot nu am primit cauciucurile.",Negativ
Nu am găsit ceea ce aveam nevoie.Sortimentatie pentru produsele de sezon slaba,Negativ
"Am fost sfatuiti de catre personalul magazinului in privinta articolelor care doream sa le achizitionam, suportul oferit a fost  prompt si de ajutor.",Pozitiv
"Trotineta este super ok merge perfect pe strada uneori cam zbarcita ! Merita banutii, daca o sa si tina macar un an doi fara reparatii !",Pozitiv
Am avut si o editie mai veche a acestei incaltaminte si avea materiale mai bune in interior. Un plus ar fi ca sunt putin mai impermeabile.,Negativ
Foarte bun atat ca si compozitie ( nu este dulce ) si numar de calorie .L-am utilizat fara a fi recomandat de alte persoane,Pozitiv
"Am cautat un anumit produs sa fie de calitate de la firma adidas si din pacat nu am gasit ceea ce as fi dorit. Calitatea lasa de dorit, iar preturile sunt cam mari in raport cu calitatea produselor vandute.",Negativ
"Mi-am cumparat 6 astfel de tricouri, pe toate culorile. Sunt super confortabile, si pica f bine pe mine...si sunt si foarte accesobile la pret.",Pozitiv
O serie de accesorii de bicicleta nu erau disponibile sau nu aveau pret afisat la raft.,Negativ
:) nu sunt in masura sa va dau sfaturi! Bafta multa in continuare!,Pozitiv
"Mi-ar placea ca pe viitor sa introduceti in gama alergare, inot, ciclism produse si de la alte firme de top. Totodata, daca se poate, sa expuneti si produse speciale pentru triatlon. Multumesc!",Negativ
"Magazin gol, cateva produse, cu personal plictisit si slab informat cu privire la produsele existente, stoc si perspectiva.Cu alte cuvinte, DEZAMAGIRE totala.",Negativ
"Calitate slaba, imbusul de fixare se da rapid peste cap. A nu se forța strângerea.",Negativ
"Mai multe mărimi pt. textile; Expunerea produselor de iarnă, cu prețuri cu discount!",Pozitiv
"Am achizitionat in urma cu un an acest produs, l-am purtat mai putin de atat,numai in oras, si au inceput sa se desfaca anumite cusaturi...",Negativ
A fost o experienta placuta din toate punctele de vedere: si personalul si articolele  si magazinul cu totul.,Pozitiv
"Magazinul era foarte slab aprovizionat. Marfa cam nearanjata pe rafturi, consultanti clienti invizibili. Probabil 1 pe magazin.....Pentru drumetii pur si simplu erau corturi si ceva saltele....per ansamblu, fata de altadata va duceti la vale. Angajati consultanti clienti sa explice clientilor pretul, produsul, marimea, orice. Erau rafturi goale !!!! Dezamagit !",Negativ
If you are planing to ride for long trips (>20km) and hard ground texture. then don't waste your money on this since it will make your hand's palm hurt.,Negativ
"Comanda a ajuns inainte de termenul stabilit. Sunt foarte multumita si de serviciul online, si de magazinul din Timisoara. SI nu in ultimul rand, sunt foarte multumita de produsele cumparate.",Pozitiv
"Ma simt bine cand fac shopping la voi, pentru ca are si copilul meu o ocupatie si pot zabovi in voie, pentru alegerea produsului adaptat nevoilor mele..",Pozitiv
Diversitatea produselor ar trebui să fie la nivelul magazinelor din marile orașe.,Pozitiv
Este nevoie de un aduci mai mare pt prinderea în talie sau bretele,Negativ
"Cabine de proba mai curate, cu sistemul de închidere care sa functioneze, lipsa produselor pentru toate categoriile afisate (rafturi goale)",Negativ
"As avea doar cuvinte de lauda,va crede lumea ca e reclama mascata ",Pozitiv
"E foarte galagioasa, ghidonul nu e stabil, faptul ca manerele sunt detasabile le face sa aiba un joc destul de enervant, inca nu am descoperit secretul plierii in 3 secunde, trebuie sa cobori de pe ea la coborarea de pe trotuar sau daca trotuarul e mai denivelat, frana de mana e un avantaj.",Negativ
"Am ales o geaca barbateasca. Pret la raft:164 ron. La casa imi cere 250 ron. Solicit lamuriri. Personal amabil, vine cu mine la raft, pretul 164 era pus sub geaca aleasa dar mi s-a spus ca era pt alta geaca iar pretul 250 de negasit.Am achizitionat produsul dar dezamagita de procedura...",Negativ
Personal slab pregătit si se simte de la an la an.Lipsesc din magazinele dvs. de câteva luni deodorantul antiperspirant de la Aptonia. Va rog să-l reintroduceti la raft iar în privința personalului un training nu ar strica in rest toate bune. Mulțumesc și succes!,Negativ
"Nu am gasit incaltari pt copil, lipsea numarul. Raftul era gol",Pozitiv
"Recomand acest produs tuturor pasonațiilor de drumeții care nu au posibilitatea întotdeauna să utilizeze o sursă de curent, dar și celor care prin simplu fapt, sprijină ideile sustenabile care pot aduce o folosire mai responsabilă a resurselor naturale care încep să se diminueze tot mai mult.",Pozitiv
Dezamagita ca se vand produse super folosite...la acelasi pret cu cele noi...si fara sa fie semnalizate la raft ca fiind uzate.,Negativ
Nu se poate sa aștepți să-ți  vină marfa din depozitul din Ungaria. Chiar nu aveți un depozit în care să fie toată marfa????,Negativ
Nu pot spune foarte multe dar raport calitate preț  este ok,Negativ
Eu si familia mea numai de la decathlon ne învățăm si îmbrăcăm si suntem mulțumiți.,Pozitiv
Foarte util pentru taiat la micul dejun. Singurul lucru pe care nu il inteleg e diferenta de pret intre el si furculita.,Pozitiv
"Este a doua oara cand merg sa imi tiparesc cardul decatlhlon, si nu pot! Prima data nu mai stiu din ce cauza, iar a doua oara nu mai era ribon pentru imprimanta!",Negativ
Puțin personal care nu poate face multitudinilor de cereri din partea clienților și puțin cam dezorganizați.,Negativ
"In general, ok, dar nu ar strica prezenta mai multor angajati printre clienti (un consilier vanzari  la cel putin trei raioane) . De multe ori ai nevoie de informatii si mergi catre angajatul de la casa de marcat (ce stii sigur unde se afla, altfel esti nevoit sa cauti in tot supermarketul un consilier vanzari).Va multumesc!",Pozitiv
Rafturile destinate sporturilor de iarna erau goale. Aratau ca dupa razboi.,Negativ
"am cautat un produs nu l-am gasit ,o angajata mi-a spus sa revin ca o sa apara produsul.am intrebat cand mai sigur ,a spus ca marti .am venit marti degeaba. nu era .deci.....",Negativ
"Personal foarte amabil, gata sa ajute prompt, produse variate. in general bine prezentate.",Pozitiv
Geaca este calduroasa. Am cumparat-o pentru o persoana friguroasa si este foarte multumita de izolatie si de confortul termic. UN PRODUS BUN!,Pozitiv
Daca se poate pe viitor poate deschideti si la Deva un magazin.,Pozitiv
"Kit-ul este o alegere buna pentru exercitii libere usoare si fitness.Este usor de configurat, iar greutatile sunt bine divizate astfel incat poti usor sa configurezi haltera pentru exercitii optime.Greutatile nu stau foarte bine pe haltera mare, si se misca putin pe ax, asta datorita sistemului de prindere nu tocmai potrivit. Cu halterele mici nu sunt problem, doarece greutatile sunt blocate cu surub pe filet.Pretul mi se pare foarte mare.",Negativ
Ar fi foarte bine daca ar fi mai multe produse care se gasesc pe site,Pozitiv
"Nu recomand, ceea ce se prezintă pe site nu concordă cu realitatea!! Sfatuiesc să cumpărați doar din magazin, vezi, probezi apoi cumperi!!",Negativ
"Foarte buna pentru jocuri in apa. Nepotul meu de 3,5 ani, avea o priza foarte buna.",Pozitiv
"Recomand mereu magazinul,sunteti magazinul meu preferat alaturi de Kaufland si Lidl.",Pozitiv
"Produsele la preturi mici, pe care le gasim usor pe site sunt destul de greu de gasit in magazin.Caserita a fost extrem de draguta, amabila, zambareata si vesela, o atitutine adorabila care te face sa revii mereu cu drag in acest magazin",Pozitiv
"Nu toate produsele au pretul afisat si, mai mult, la unele produse nu corespund, acestea fiind amestecate.",Negativ
"Aceeasi gama de produse, poate pe viitor veti reusi sa mai adaugati si alte branduri la preturi atractive.",Pozitiv
"Cu toate ca exista o strategie de vanzari sa te faca sa cauti in tot magazinul pt a gasi ceva si astfel vezi si automat cumperi mai mult ,  este destul de deranjant sa alergi peste tot in a identifica raioanele corespunzatoare si sa trebuiasca mereu sa intrebi , unde pot gasi produsul x ? Pt produsele vestimentare ar fi mai ok sa fie organizate copii , barbati femei , intri in zona respectiva si iti alegi .",Negativ
din pacate de foarte mult timp aveti aceleasi modele de imbracaminte si incaltaminte sport(le am pe toate care au fost frumoase 'pentru mine;},Pozitiv
Unii angajati ar trebui sa se adpteze mai bn in comunicare,Pozitiv
"Husa este foarte ok, se reglează după dimensiunile schiurilor.  Este foarte ușor de manevrat, are curea de purtare ajustabilă, iar pânza nu este chiar atât de subțire  după cum spun unii. La alte mărci plătești mai mult ca să primești același lucru.",Pozitiv
"Stoc redus la anumite articole de sezon, lipsa marimi la pantofi de sport marimile 35-37",Pozitiv
Am mers in magazinul Decathlon din VIVO Cluj pentru a returna un produs. Din pacate nu a fost receptionat de personal deoarece nu am avut bonul la mine.,Negativ
Sunt foarte multumita de aceste sosete deoarece piciorul nu transpira in ele si sustin foarte bine talpa piciorului.,Pozitiv
"Angajati tineri, f bine pregatiti, rabdatori pt lamurirea clientului. Raspunsuri calificate. Felicitari.",Pozitiv
Produse bune calitativ si preturi pentru toate buzunarele. Tineti-o tot asa. Bravo,Pozitiv
"Am fost foarte placut impresionat de implicarea angajatilor, dorinta acestora de a-mi rezolva solicitarea, faptul ca am putut testa trotineta Oxelo Town 9. Singurul aspect negativ: lipsa produsului de pe stocul magazinului - aici ma refer la modelul gri+negru.Tot angajatii mi-au rezolvat si aceasta problema comandandu-mi un produs prin transfer gestiune din Brasov. Produsul a ajuns mai repede decat mi s-a comunicat initial. Multumesc pentru proptitudine!V-as mai recomanda un sistem de bonusare al cumparaturilor facute in cadrul magazinului mult mai permisiv.Zi placuta!",Pozitiv
Produse cu un raport calitate pret excelente.  Personal profesionist!Un aspect negativ este lipsa unui astfel de magazin în Galați.,Pozitiv
"astept sa gasesc produse naturale, bio sau bumbac care este mai sanatos",Negativ
"Super mulțumit copilul. Sunt foarte  comzi,îi recomand cu căldură.",Pozitiv
As dori sa pot cumpara in rate fara dobanda si cu carduri de credit emise de alte banci. Eu am card de credit de la Banca Transilvania si nu am putut achizitiona 2 biciclete pentru copiii mei cu plata in rate fara dobanda.,Pozitiv
"Ca si atmosfera nu mi-a placut faptul ca desi era foarte aglomerat magazinul, inca se permitea plimbatul pe biciclete, trotinete etc. prin magazin",Pozitiv
"daca nu ar mai fi acei copii si acei oameni care pur si simplu intra in tine ar fi super! personal ok, preturi ok, vorbesc de decathlon militari!",Negativ
as dori mai multe produse de calitate cat si o mai mare varietate pe zona de ciclism la produse de top,Negativ
Băiatul de la atelier a fost foarte prompt si atent la personalizare.,Pozitiv
Recomandarea mea ar fi sa ramaneti macar la fel de profesionisti si in continuare.,Pozitiv
"M-au uimit amabilitatea personalului si serviciul prompt, nu la fel de implicat a fost personalul magazinelor Decathlon din alte tari. Au contat mult intrebarile personalului privind utilizarea produselor alese, astfel am cumparat exact produsele necesare activitatilor mele. Va multumesc!",Pozitiv
Sunt ok. Astept cum o sa sa comporte la temperaturi mai scazute.,Pozitiv
"Copiii circula nestingheriti in afara culuarului central si te lovesc fara nicio jena cu biciclete,trotinete,role etc.",Negativ
"destul de bun hamul, insa produsul mai trebuie perfectionat, trebuie introduse materiale mai de calitate, sa fie heavy duty, materialele folosite trebuie sa fie mai fiabile, ami robuste,",Negativ
"Buna varietate de produse, raport calitate/pret excelent, modest ajutorul personalului la raft",Pozitiv
"Nu se face indeajuns aprovizionarea stocului cu unele  articole de încălțăminte pt adulți, mărimi mici 39,40,41. Aceeași problemă la stocul cu articole de îmbrăcăminte și încălțăminte băieți, stoc insuficient cu îmbrăcăminte de 4-5 ani și încălțăminte mărimi 26-27. De cate ori am fost in cursul săptămânii, in special luni sau marți, ( pe weekend lucrez) nu am găsit aproape nimic.",Negativ
Bine organizat si personal amabil. Din pacate nu am gasit tot ce cautam dar m-au informat ca vor reveni pe stoc peste 10 zile produsele dorite.,Pozitiv
"Am achiziționat un set de ciorapi de alergare. Am vrut să văd dacă mai au banda de susținere pe talpă și m-am tăiat în eticheta din carton lăcuit care ține setul legat.Am întrebat 2 angajați dacă au un plasture pentru tăpietură. Unul a răspuns că nu țin așa ceva și al doilea a reușit să-mi aducă o rolă de leucoplast nesterilă. Se pare că nu prea au habar de existența trusei de prim ajutor obligatorii. Nu aș vrea să fiu înțelșes greșit: angajații au fost amabili, dar poate n-ar strica să fie instruiți pentru mai mici sau mai mari evenimente nefericite ca acesta.",Negativ
"Am cautat doua articole de sezon - cagula si sosete schi, ambele lipseau din magazine.",Negativ
Nu era marfa suficienta. Ma asteptam sa gasesc produsele de sezon.......,Negativ
Angajatii au fost mult mai amabili decat angajatii de la Decathlon Mures.,Negativ
Este foarte placut si relaxant sa faci cumparaturi de la Decathlon!,Pozitiv
"Sunt extrem de dezamăgită de serviciile Decathlon!!! Am dorit să achiziționez din magazin 2 perechi de gete de munte, iar în momentul în care am ajuns la casa de marcat am aflat că nu pot să plătesc produsul respectiv și să plec cu el acasă, cum este firesc să se întâmple în orice magazin normal, deoarece respectivele ghete nu pot fi trecute prin casa.  Ni s-a spus să așteptăm un pic să verifice....am așteptat aprox. 30 de min. după care ni s-a spus același lucru: nu putem cumpăra acele produse (deși acestea erau prezente la raft) și să așteptăm zilele următoare rezolvarea problemei care se presupunea ca tinând de partea informatică. Am plecat acasă dezamăgiți, iar dezamăgirea a fost și mai mare când ni s-a telefonat pentru a ni se spune că acele ghete nu pot fi deloc achiziționate descoperindu-se nu știu ce defect! Chiar și cu această explicație, situația în sine o găsesc penibilă în contextul în care acele produse erau prezente la raft iar cu doar câteva zile în urmă puteau fi cumpărate! De ce aceste produse nu au fost verificate dinainte???? De ce se mai bate monedă pe faptul că produsele Dechatlon sunt testate de către specialiști, când produse cu defect ajung la raft în magazin! Întreaga întâmplare mi-a lăsat o puternică impresie de neseriozitate și lipsă de respect pentru consumator!",Negativ
"Nu am gasit spray anti-aburire pentru ochelarii de inot, desi Arena are asa ceva in gama de produse.Mi-as fi dorit ca personalul sa stie mai multe despre ochelarii de inot si care sunt potriviti pentru diferite utilizari (ex. Triatlon).",Negativ
"as sugera ca, pe viitor, stocul produselor din oferta sa fie mai mare",Pozitiv
Impartasesc cu siguranta dorinta atletilor din Galati de da avea un asemenea magazin si noi.,Pozitiv
Indicarea caselor unde se poate plati cu un anumit tip de card(CardAvantaj) pentru a nu sta de mai multe ori la diferite randuri pentru a achita un produs.,Negativ
Sunt foarte multumita de produsele dvs.Toate produsele pt educatie fizica le am achizitionat de la dvs si sunt foarte multumita .Va doresc succes in continuare.,Pozitiv
"am cerut o info, nu s-a stiut pe moment si mi-a spus ca revine cu apel sa ma informeze. Au trecut zile si nu m-a sunat nimeni.",Negativ
Am fost foarte multumit si recomand tuturor serviciile legate de intretinere skiuri.Au fost ceruite si ascutite rapid (de pe o zi pe alta) iar skiurile aratau ca noi desi le-am adus intr-o stare destul de proasta.,Pozitiv
"Dupa o luna de purtat de acasa la birou, nu prin ploaie, la pantoful stang a inceput sa pocnesca si sa scartaie talpa atunci cand pasesc. Sunt dezamagit de faptul ca la acest pret apar probleme de genul acesta. Nu recomand acest produs.",Negativ
